MAZ,e_ag,e_natres,e_util,e_constr,e_man_lgt,e_man_hvy,e_man_bio,e_man_tech,e_logis,e_ret_reg,e_ret_loc,e_transp,e_info,e_fire,e_serv_pers,e_lease,e_prof,e_serv_bus,e_ed_k12,e_ed_high,e_ed_other,e_health,e_serv_soc,e_art_rec,e_hotel,e_eat,e_gov,e_mis
10254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,22.0,NA,NA,0.0
10255,NA,NA,NA,2.0,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,4.0,NA,6.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
10256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10257,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10258,NA,NA,NA,1.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10259,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,7.0,NA,2.0,150.0,4.0,NA,245.0,53.0,NA,NA,NA,NA,NA,NA,NA,16.0,7.0,9.0
10260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0,NA,190.0,1300.0,NA,NA,121.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10261,NA,5.0,7.0,6.0,189.0,NA,NA,NA,36.0,271.0,14.0,NA,236.0,532.0,212.0,NA,2475.0,286.0,40.0,NA,7.0,22.0,NA,9.0,5.0,61.0,419.0,9.0
10262,NA,NA,NA,NA,3.0,NA,NA,NA,11.0,NA,41.0,23.0,16.0,60.0,47.0,NA,178.0,25.0,NA,NA,17.0,6.0,5.0,20.0,5.0,250.0,6.0,8.0
10263,NA,NA,NA,9.0,NA,NA,NA,NA,NA,22.0,67.0,NA,33.0,211.0,7.0,NA,42.0,8.0,NA,NA,12.0,NA,NA,4.0,NA,33.0,NA,11.0
10265,NA,NA,NA,36.0,NA,NA,NA,NA,NA,NA,NA,NA,25.0,10.0,13.0,NA,76.0,NA,NA,8.0,NA,NA,NA,NA,NA,30.0,NA,0.0
10266,NA,NA,NA,8.0,4.0,NA,NA,NA,3.0,9.0,10.0,2.0,NA,135.0,2.0,NA,11.0,16.0,10.0,NA,NA,16.0,NA,NA,NA,73.0,2.0,5.0
10268,NA,NA,NA,5.0,NA,NA,NA,NA,NA,8.0,59.0,NA,4.0,14.0,13.0,NA,6.0,17.0,NA,NA,NA,NA,NA,NA,2.0,24.0,NA,6.0
10269,NA,NA,NA,NA,90.0,NA,NA,NA,1.0,3.0,21.0,NA,16.0,14.0,NA,NA,47.0,NA,NA,NA,NA,182.0,NA,NA,35.0,8.0,2.0,10.0
10270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,3.0,NA,NA,NA,3.0,NA,NA,NA,NA,2.0,NA,6.0,8.0,NA,NA
10271,NA,NA,NA,30.0,13.0,NA,NA,NA,22.0,4.0,9.0,NA,3.0,15.0,25.0,NA,30.0,13.0,NA,NA,NA,NA,NA,NA,2.0,6.0,NA,15.0
10272,NA,NA,NA,NA,18.0,NA,NA,NA,5.0,28.0,NA,NA,NA,NA,10.0,NA,2.0,NA,NA,NA,NA,NA,NA,6.0,3.0,4.0,NA,NA
10273,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,9.0,NA,7.0,3.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0,NA,0.0
10274,NA,NA,NA,9.0,5.0,NA,NA,NA,6.0,NA,82.0,NA,10.0,NA,117.0,NA,11.0,2.0,NA,NA,2.0,NA,NA,3.0,NA,20.0,230.0,3.0
10275,NA,NA,NA,9.0,23.0,NA,NA,NA,2.0,NA,80.0,18.0,NA,NA,42.0,NA,4.0,NA,NA,NA,100.0,5.0,NA,NA,NA,2.0,NA,NA
10276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10277,NA,NA,NA,10.0,NA,NA,NA,NA,12.0,3.0,45.0,NA,100.0,4.0,6.0,NA,68.0,2.0,NA,NA,1.0,NA,7.0,NA,10.0,14.0,NA,3.0
10278,NA,NA,NA,NA,NA,8.0,NA,NA,12.0,7.0,16.0,NA,NA,4.0,5.0,NA,NA,NA,NA,NA,NA,50.0,9.0,3.0,NA,62.0,NA,NA
10279,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,22.0,NA,NA,9.0,13.0,NA,6.0,1.0,NA,NA,100.0,15.0,NA,NA,NA,28.0,5.0,0.0
10280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,3.0
10281,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,5.0,NA,NA,NA,NA,NA,2.0,2.0,NA,NA,3.0,NA,NA,NA,NA,8.0,NA,NA
10282,NA,NA,268.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,7.0,1.0,61.0,NA,135.0,2.0,NA,NA,NA,NA,NA,24.0,NA,NA,NA,3.0
10283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,9.0,NA,1.0,NA,102.0,NA,NA,NA,NA,2.0,NA,4.0,NA,NA,NA,NA
10284,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,8.0,NA,NA
10288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,16.0,NA,NA,NA,175.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10292,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10295,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,3.0
10302,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,5.0,NA,NA,3.0,NA,35.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0
10308,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,50.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,NA,NA
10309,NA,NA,NA,4.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,12.0,35.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA
10310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10312,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,10.0,9.0,NA,4.0,16.0,NA,4.0,NA,NA,NA,2.0,NA,NA,NA,NA,17.0,NA,NA
10313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,2.0,NA,7.0,4.0,NA,NA,NA,9.0,NA,NA,NA,9.0,NA,3.0
10315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10325,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0,NA,NA,NA,NA,25.0,NA
10329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0,NA,2.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10334,NA,NA,NA,2.0,5.0,NA,NA,NA,NA,NA,9.0,NA,NA,1.0,6.0,NA,5.0,19.0,NA,NA,3.0,NA,NA,NA,NA,110.0,NA,4.0
10335,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,NA,5.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,240.0,NA
10336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
10338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,5.0,NA,4.0,NA,NA,2.0,4.0,NA,5.0,NA,NA,NA,NA,4.0
10341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA
10349,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10352,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,3.0,NA,21.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,22.0,NA,NA
10353,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,180.0,NA,NA,27.0,19.0,NA,24.0,6.0,120.0,NA,5.0,NA,2.0,10.0,NA,31.0,41.0,3.0
10355,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA
10358,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,5.0,NA,NA,1.0,NA,NA,NA,2.0,NA,4.0,NA,44.0,NA,4.0
10359,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10368,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10369,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,6.0,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,1.0,5.0,NA,300.0,6.0,NA,NA
10370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.0,4.0,NA,NA
10372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10373,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,3.0,NA,2.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA
10375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,3.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
10377,NA,NA,NA,NA,10.0,NA,NA,NA,NA,25.0,NA,NA,NA,NA,4.0,NA,51.0,NA,NA,55.0,NA,NA,NA,NA,NA,14.0,NA,NA
10378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10380,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,7.0,4.0,NA,NA,NA,NA
10384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,NA,2.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10385,NA,NA,NA,10.0,NA,NA,NA,NA,NA,NA,18.0,NA,22.0,2.0,8.0,NA,2.0,NA,NA,NA,NA,12.0,NA,35.0,NA,151.0,NA,0.0
10386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,NA,13.0,NA,NA,NA,NA,NA,1.0,3.0,6.0,3.0,NA,NA,NA,NA
10388,NA,NA,NA,5.0,NA,NA,NA,NA,NA,2.0,4.0,NA,NA,16.0,NA,NA,5.0,NA,NA,NA,NA,17.0,NA,NA,NA,NA,NA,NA
10390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,4.0,10.0,NA,NA,NA,NA,NA,NA,NA,25.0,NA,NA
10392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,6.0,2.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA
10394,NA,NA,8.0,42.0,10.0,NA,NA,NA,8.0,6.0,54.0,NA,10.0,7.0,32.0,NA,2.0,3.0,13.0,NA,NA,18.0,NA,NA,NA,74.0,NA,7.0
10395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,19.0,7.0,NA,NA,3.0,NA,NA,NA,NA,71.0,NA,NA,34.0,NA,3.0
10399,NA,NA,NA,13.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,5.0,8.0,NA,30.0,NA,NA,NA,NA,5.0,NA,NA,NA,30.0,NA,2.0
10400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0,NA,NA,6.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,NA,0.0
10401,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,NA,2.0,4.0,5.0,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA
10402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA
10403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,6.0,3.0,7.0,NA,4.0,6.0,NA,NA,6.0,12.0,NA,NA,NA,21.0,NA,NA
10405,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10411,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,15.0,15.0,NA,NA,NA,NA,NA,NA,NA,NA
10413,NA,NA,NA,2.0,3.0,NA,NA,NA,2.0,NA,33.0,3.0,NA,NA,4.0,NA,NA,4.0,NA,NA,2.0,NA,6.0,NA,NA,19.0,NA,NA
10414,NA,NA,NA,2.0,NA,NA,NA,NA,4.0,NA,3.0,NA,NA,27.0,2.0,NA,NA,NA,NA,NA,NA,46.0,10.0,9.0,NA,18.0,NA,NA
10416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,3.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10417,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,NA,1.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
10418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,2.0,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,14.0,NA,0.0
10419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,3.0,NA,NA,NA,10.0,NA,NA
10420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,40.0,NA,NA,NA,NA,60.0,NA,NA,NA,8.0,4.0,NA,NA,NA,NA
10421,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,4.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,8.0,NA,30.0,NA,NA,NA,NA,2.0,NA,NA,NA,4.0
10427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10431,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,19.0,NA,5.0,2.0,NA,NA,9.0,2.0,NA,NA,NA,38.0,NA,3.0
10432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA
10433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,2.0,NA,2.0,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA
10435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA
10436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,2.0,NA,NA,2.0,NA,1.0,NA,NA,NA,1.0,NA,0.0
10440,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
10441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA
10443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA
10444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,20.0,NA,NA,NA,NA,NA
10446,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,6.0,3.0,NA,3.0,3.0,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10447,NA,5.0,9.0,103.0,NA,NA,NA,NA,8.0,2.0,47.0,25.0,10.0,54.0,839.0,NA,116.0,44.0,NA,NA,3.0,2.0,40.0,4.0,NA,40.0,1841.0,24.0
10450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,2.0,NA,20.0,19.0,NA,5.0,NA,NA,NA,NA,NA,16.0,3.0,16.0,1.0,NA,3.0
10455,NA,NA,NA,94.0,6.0,NA,NA,20.0,9.0,3.0,13.0,35.0,NA,3.0,14.0,NA,38.0,4.0,NA,NA,2.0,NA,NA,54.0,NA,2.0,NA,NA
10456,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,7.0,NA,5.0,16.0,171.0,NA,3.0,NA,NA,NA,NA,8.0,NA,NA,61.0,26.0,NA,0.0
10457,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,31.0,NA,19.0,4.0,7.0,NA,55.0,12.0,NA,NA,NA,10.0,NA,NA,NA,58.0,40.0,0.0
10458,NA,NA,NA,3.0,3.0,NA,NA,NA,NA,NA,4.0,1.0,16.0,0.0,27.0,NA,7.0,NA,NA,NA,NA,NA,NA,40.0,NA,44.0,NA,0.0
10460,NA,NA,NA,NA,NA,NA,NA,NA,3.0,4.0,196.0,NA,48.0,38.0,152.0,NA,266.0,4.0,NA,NA,NA,22.0,NA,5.0,78.0,266.0,NA,0.0
10462,NA,NA,NA,NA,19.0,NA,NA,NA,NA,5.0,32.0,NA,21.0,10.0,22.0,NA,17.0,2.0,NA,NA,1.0,10.0,NA,19.0,2.0,78.0,5.0,3.0
10463,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10467,NA,NA,NA,NA,1.0,NA,NA,NA,NA,30.0,4.0,NA,NA,0.0,6.0,NA,1.0,NA,NA,NA,NA,5.0,NA,NA,NA,16.0,NA,NA
10468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,7.0,2.0,NA,16.0,NA,NA,NA,NA,15.0,NA,NA,NA,12.0,NA,0.0
10469,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,3.0
10470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10472,NA,NA,NA,3.0,NA,NA,NA,NA,NA,3.0,1.0,NA,NA,NA,3.0,NA,NA,NA,30.0,NA,1.0,NA,5.0,NA,NA,NA,NA,NA
10473,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,7.0,NA,3.0,NA,26.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA
10474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10476,NA,NA,NA,NA,200.0,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA
10477,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA
